"","x"
"208","Uno de los policías todavía tiene secuelas del ataque de esos energúmenos. 

Y casi no ha merecido una línea de la prensa en todo este tiempo.

Desde el gobierno se ha promocionado la violencia contra VOX.

Estas son las consecuencias.

https://t.co/sk8YSr4kl9"
"209","<U+203C><U+FE0F> Condenados a seis años de prisión cuatro terroristas callejeros por los disturbios contra un mitin de VOX en Zaragoza.

Intentaron asaltar el acto y agredieron a varios agentes de Policía que lo custodiaban.

Un aviso para acosadores e instigadores.

https://t.co/WwQs3aAGXX"
"210","Sin miedos y sin titubeos.

Nuestros compañeros de VOX Badalona dando voz e informando a los vecinos frente al acoso de la turba separatista.

No nos callarán <U+0001F4AA><U+0001F1EA><U+0001F1F8> https://t.co/fUnYWROUSd"
"211","Sí, se lo habéis dado todo, sobre todo a:

<U+27A1><U+FE0F> Más de 80.000 muertos.
<U+27A1><U+FE0F> 3,8 millones de parados.
<U+27A1><U+FE0F> 750.000 ERTES, muchos sin cobrar.
<U+27A1><U+FE0F> Más de 100.000 empresas cerradas para siempre.
<U+27A1><U+FE0F> La hostelería desmantelada casi por completo...

Lo pagaréis caro. https://t.co/qUbdJRB1MC https://t.co/duBjjlyeUY"
"212","<U+203C> ""Illa y Rufián forman parte del Frente Popular y nosotros somos la oposición total a eso. VOX no está destinado en estas elecciones a decidir el futuro Gobierno de Cataluña, sino a empezar a construir una oposición que será Gobierno en el futuro.""

<U+27A1><U+FE0F> https://t.co/uBNVZ4Aulr https://t.co/ZfyMjOH8wh"
"213","<U+0001F4FA> Este domingo a las 22:00, nuevo programa de La España Viva en @eltorotv.

<U+0001F4E1> Síguelo aquí: https://t.co/G2mn9TLMLj

¡No te lo pierdas! https://t.co/Blkzn0l1Pq"
"214","<U+0001F534> Un marroquí de 24 años abusa sexualmente de una niña de 13 años en Pont de Suert (Lérida).

El padre de la niña que sufrió la agresión asegura que este marroquí ya ha protagonizado sucesos similares con otras menores de edad del mismo pueblo.

A la izquierda le da igual."
"215","1<U+FE0F><U+20E3>0<U+FE0F><U+20E3> Suspensión de subvenciones a entidades y asociaciones cuyas actividades no reviertan en ayudas o beneficios reales para los españoles más necesitados.

Urge salvar de la ruina a Baleares."
"216","7<U+FE0F><U+20E3> Plan de lucha contra la inseguridad y la okupación ilegal.

8<U+FE0F><U+20E3> Minimizar los efectos de la Ley Celaá en defensa de la libertad de educación.

9<U+FE0F><U+20E3> Garantizar el derecho de escolarización en español, sin discriminación lingüística."
"217","5<U+FE0F><U+20E3> Comisión de investigación de menores tutelados prostituidos.

6<U+FE0F><U+20E3> Trabajar contra la inmigración ilegal y las mafias del tráfico de personas. Colaboración con las FYCSE en las islas para la detección, detención y expulsión de todos los irregulares."
"218","3<U+FE0F><U+20E3> Ayudas directas a trabajadores, autónomos y pequeñas empresas.

4<U+FE0F><U+20E3> Plan sanitario masivo y urgente, con tests, rastreo y seguimiento; por salud y para intentar salvar la próxima temporada turística, evitando cierres y confinamientos."
"219","<U+27A1><U+FE0F> Desde VOX hemos planteado 10 puntos de acuerdo para la moción con el PP en Baleares:

1<U+FE0F><U+20E3> Reducción de cargos políticos, organismos superfluos y número de conserjerías.

2<U+FE0F><U+20E3> Centrar los esfuerzos de la Administración en salvar el tejido productivo y empresarial."
"220","<U+203C><U+FE0F> En VOX recogemos el grito desesperado de la sociedad balear que sufre la crisis social, sanitaria y económica provocada por la gestión del gobierno regional.

<U+0001F449> Proponemos al PP que presente en el Parlamento balear una moción de censura contra Francina Armengol.

<U+2B07><U+FE0F> HILO <U+2B07><U+FE0F> https://t.co/xIvGil6hTs"
"221","<U+27A1> @Santi_ABASCAL ""A mí lo que me importa es defender los intereses de los españoles, que le llamen a esto como quieran"". https://t.co/cU8R53u06I"
"222","<U+27A1> @Santi_ABASCAL ""Lo peor que ha hecho Trump durante este tiempo ha sido no combatir con la dureza que debiera toda la violencia Antifa, terrorista y del Black Lives Matters"". https://t.co/7vyISM7V6T"
"223","<U+27A1> @Santi_ABASCAL ""Que ahora algunas Comunidades gobernadas por el PP pidan confinamientos domiciliarios, o adelantar los toques de queda, es una auténtica insensatez"". https://t.co/RrGgjIGmhl"
"224","<U+27A1> @Santi_ABASCAL ""Salvador Illa debería haber dimitido por haber protagonizado los peores registros de mortalidad por habitante, con los peores confinamientos domiciliarios, no es un ejemplo para nada"". https://t.co/KjtwtDtYnv"
"225","<U+27A1> @Santi_ABASCAL ""Quienes apuesten por VOX en Cataluña pueden estar seguros de que no vamos a dejarles abandonados, ni vamos a cambiar nuestro discurso"". https://t.co/oXU9vQ5qhB"
"226","<U+0001F534> @Santi_ABASCAL en @libertaddigital:

""Los cabecillas de las redes sociales han comenzado a protagonizar una ola de terrorismo global para atemorizar a la gente"".

<U+2B07> HILO <U+2B07> https://t.co/X0qRridMGe"
"227","<U+0001F4F0> Comparto con vosotros la entrevista que me ha hecho @Maiteloureiro_ para Libertad Digital:

""No vamos a elegir entre el PSC y ERC. Illa y Rufián forman parte del Frente Popular. VOX es la oposición total a todo eso""

https://t.co/VLhWu5OgJu https://t.co/rI9IMovyFI"
"228","Vox lleva al Congreso la irrupción oculta de centros de inmigrantes ilegales en Sevilla avanzada por OKDIARIO https://t.co/Hs25V0LEYp https://t.co/oLIuCO6ohj"
"229","Bildu pone en duda que el terrorismo de ETA fuera injusto: ""Depende del relato"".

Lo dicen el mismo día que se cumplen 26 años del asesinato a sangre fría de Gregorio Ordóñez.

Son gentuza execrable. Nuestra primera decisión será ilegalizar a esta banda.

https://t.co/DvCyEXHyJB"
"230","""La política del consenso progre consiste en la promoción obligatoria del falso vulnerable frente a quien trabaja y se esfuerza"". Por @Jorgebuxade https://t.co/PBgVh0FwU1"
"231","<U+2705>@Santi_ABASCAL lo tiene muy claro respecto a los @populares, y es que la 'indecisión' es la peor de las decisiones que se pueden tomar en política. 

<U+27A1><U+FE0F>Lo cuenta @Maiteloureiro_ a través de @libertaddigital 

https://t.co/7advEOp3Rh vía #SinComplejos"
"232","<U+0001F534> Entrevista a @Santi_ABASCAL en @libertaddigital donde analiza el peligro de las Big Tech:

“Los cabecillas de las redes sociales han comenzado a protagonizar una ola de terrorismo global”.

<U+2B07><U+FE0F><U+2B07><U+FE0F><U+2B07><U+FE0F> 

https://t.co/UhmNjGJduq"
"233","<U+0001F534> Entrevista a @Santi_ABASCAL en @libertaddigital donde critica la decisión de confinar a los españoles y cerrar sus negocios:

“Pedir confinamientos domiciliarios, como hace el PP, es una insensatez que contribuye a la ruina”.

<U+2B07><U+FE0F><U+2B07><U+FE0F><U+2B07><U+FE0F>

https://t.co/uBNVZ4Aulr"
"234","El candidato socialista será el que elija la fecha electoral

Se empeñan en pisotear la ley y la decencia

Dimita, señor Illa. Llévese a Simón

Vayan preparado su defensa judicial porque exigiremos responsabilidades  por tener la gestión más mentirosa, ruinosa y mortal del mundo https://t.co/J3Pd9WH8lO"
"235","La Comunidad de Madrid no es capaz de hacer test masivos, ni de rastrear, ni de aumentar número de vagones de metro, ni de implantar exámenes telemáticos en universidades pero sí van a hostigar a la #hostelería y al comercio #hostigarHosteleria https://t.co/0kcPfNSnKs"
"236","Nunca facilitaremos el acceso de @salvadorilla a la Generalidad. Su sitio es la cárcel. Y para conseguirlo sí estamos colaborando con el pueblo español a través de las acciones judiciales de @vox_es. https://t.co/2shRRmqTgz"
"237","<U+0001F534> Entrevista a @Santi_ABASCAL en @libertaddigital donde critica la decisión de confinar a los españoles y cerrar sus negocios:

“Pedir confinamientos domiciliarios, como hace el PP, es una insensatez que contribuye a la ruina”.

<U+2B07><U+FE0F><U+2B07><U+FE0F><U+2B07><U+FE0F>

https://t.co/uBNVZ4Aulr"
"238","<U+0001F534> Entrevista a @Santi_ABASCAL en @libertaddigital donde analiza el peligro de las Big Tech:

“Los cabecillas de las redes sociales han comenzado a protagonizar una ola de terrorismo global”.

<U+2B07><U+FE0F><U+2B07><U+FE0F><U+2B07><U+FE0F> 

https://t.co/UhmNjGJduq"
"239","<U+0001F525> Un pagapensiones amenaza con cuchillo a una cajera y se enfrenta al resto de empleados al grito de “basura de españoles”.

Que la inmigración ilegal ha multiplicado la tasa de delincuencia no es una opinión, es una realidad.

Frente a la violencia y el caos: Ley y Orden <U+0001F4AA> https://t.co/Nwkf155Lwy"
"240","Más cadena perpetua para los peores criminales y violadores… y menos feministas de moqueta con escolta y seguridad privada que obligan a las mujeres de los barrios a convivir con menas y okupas. https://t.co/tcp8jrTwTx"
"241","<U+2696><U+FE0F>SOLIDARIDAD representará al profesor agredido en Olivares.

<U+2716><U+FE0F>Estas  son las consecuencia del fracaso del modelo educativo en España, en el que se iguala a profesores y alumnos y, en consecuencia, se arrebata la autoridad a los trabajadores de la educación. https://t.co/aV2JGqWhpV"
"242","Los canarios están soportando una invasión de sus calles, con la indiferencia del gobierno que la ha promovido

Exigiremos responsabilidades ante las violencias que ya sufren  y las que vendrán

Son culpables de romper la convivencia y truncar el futuro prometedor de los canarios"
"243","Sin hipótesis, ni política-ficción: Que pierdan toda esperanza los enemigos de la unidad y la libertad de los españoles. VOX nunca facilitará su acceso al gobierno de la Generalidad. PSC y ERC son socios en el Frente Popular. https://t.co/s3MFs180RS"
"244","https://t.co/dj0ETnwDl9"
"245","Cataluña no debe ser tierra de acogida para la inmigración ilegal. No destinaremos dinero público para mantenerla ni patrocinarla. #Vox cerrará las mezquitas fundamentalistas, no impartiremos el islam en las escuelas y cerraremos los centros de MENAS. Ese es nuestro compromiso."
"246","Atentos<U+203C><U+FE0F> Mañana sábado podréis leer y ver una amplia entrevista al líder de @vox_es, @Santi_ABASCAL , en Libertad Digital. Aquí un adelanto. https://t.co/QWk9ZOEhSt"
"247","Más cadena perpetua para los peores criminales y violadores… y menos feministas de moqueta con escolta y seguridad privada que obligan a las mujeres de los barrios a convivir con menas y okupas. https://t.co/tcp8jrTwTx"
"248","<U+0001F525> Un pagapensiones amenaza con cuchillo a una cajera y se enfrenta al resto de empleados al grito de “basura de españoles”.

Que la inmigración ilegal ha multiplicado la tasa de delincuencia no es una opinión, es una realidad.

Frente a la violencia y el caos: Ley y Orden <U+0001F4AA> https://t.co/Nwkf155Lwy"
"249","<U+0001F449><U+0001F3FB> Basta ya de arruinar a nuestras familias.

<U+2716><U+FE0F>Mallorca protesta contra los cierres y la ruina.

https://t.co/syWD8x27rY"
"250","<U+0001F4FA> @Igarrigavaz en @LaHoraTVE.

""No le damos ninguna credibilidad a las encuestas de Tezanos. Lo que sí le damos credibilidad es a la gente de la calle"".

<U+0001F4E2> #RecuperemosCataluña https://t.co/rNYAJ9UyOe"
"251","Nuestro candidato @Igarrigavaz en @LaHoraTVE sobre el CIS.
Damos credibilidad a la gente de la calle. Voy a saludar a los restauradores que por culpa del gobierno de la Generalitat y el partido de Sánchez e Iglesias están condenados a la ruina y me repiten que somos su esperanza. https://t.co/wQO2m0CMN3"
"252","Agresiones contra Vox: empiezan a llegar condenas judiciales con penas de prisión. 
La campaña de acoso que instigó Podemos podría acabar con algunos en la cárcel: https://t.co/XHIdusGrhY"
"253","Burocracia y desentendimiento: los trabajadores del Delta del Ebro abandonados por el vaivén entre administraciones. No les importa el trabajo de los catalanes ni uno de los espacios naturales más importantes de la región. Retomemos el control, recuperemos Cataluña. https://t.co/U7GN3FBt2R"
"254","<U+203C> #URGENTE | VOX denuncia ante Fiscalía a la organización criminal Arran (CUP) por apología del delito tras elaborar un ""manual de okupación"" donde enseñan cómo ""reventar puertas"" o ""enfrentarse a la Policía"".

<U+0001F4F0> https://t.co/RIiFjMYQ1y

Acabemos con la mafia separatista <U+0001F4AA><U+0001F1EA><U+0001F1F8> https://t.co/9SETkGJXPu"
"255","<U+0001F4FA> @Igarrigavaz ""Los catalanes están hartos y, ante un gobierno separatista inepto, negligente e incapaz de garantizar la salud y la economía, tienen que depositar su voto para vislumbrar un futuro de esperanza"".

<U+0001F4E2> #RecuperemosCataluña https://t.co/VPiZr7JQJ4"
"256","<U+0001F4FA> @Igarrigavaz en @LaHoraTVE.

""No le damos ninguna credibilidad a las encuestas de Tezanos. Lo que sí le damos credibilidad es a la gente de la calle"".

<U+0001F4E2> #RecuperemosCataluña https://t.co/rNYAJ9UyOe"
"257","<U+0001F538>Ignacio Garriga (@Igarrigavaz), candidato de @vox_es a la Generalitat, sobre las encuestas: “Voy a saludar a esos restauradores que por culpa del Gobierno de la Generalitat y el partido de Sánchez e Iglesias están llevando a la ruina”

#LaHoradela1

https://t.co/GesHjMSqQA https://t.co/NXBl0cp26c"
"258","Apoyando a los trabajadores, autónomos, y pequeños empresarios. A las familias que se movilizan ante la ruina provocada por la gestión del @goib de @F_Armengol 
Protegernos sí. Pararnos no.
#BastaYa #Resistencia #ArmengolDimision https://t.co/dbv52R3xxQ"
"259","En la misma semana, PP y Cs en la Asamblea de Madrid han votado en contra de:
-Recurso de inconstitucionalidad contra la #LeyCelaá. 
-Trasladar y cuidar a ancianos y discapacitados en hospitales.
#SoloQuedaVox
#ProtejamosMadrid https://t.co/qB75sT99l9"
"260","<U+27A1><U+FE0F> ""Las jubilaciones no las garantiza un político, el Pacto de Toledo es mentira"".

<U+27A1><U+FE0F> ""Un confinamiento sería la puntilla para un país en ruina"".

<U+0001F4F0> Entrevista a nuestro Portavoz @ivanedlm en @elEconomistaes: 

https://t.co/D2LmcB7qqQ"
"261","Directo: ""Hoy Responde..."" con Javier Ortega Smith https://t.co/ecpBhIyVM6"
"262","<U+0001F4F9> @Igarrigavaz en @europapress: ""VOX es la única alternativa frente a la política de seguidismo y compadreo del resto de partidos con el separatismo"".

<U+0001F4E2> #RecuperemosCataluña

<U+2B07> HILO <U+2B07> https://t.co/7ohSnHHpfY"
"263","<U+203C><U+FE0F> #ÚLTIMAHORA 

PP, PSOE y C's tumban en la Mesa de la Asamblea de Madrid la propuesta de VOX de:

1<U+FE0F><U+20E3> Garantizar el traslado a hospitales de mayores y discapacitados.

2<U+FE0F><U+20E3> Amparar la libertad de elección con la vacunación e impedir listas negras de ciudadanos.

<U+0001F4E2> #SóloQuedaVOX https://t.co/05INTJ5S5H"
"264","<U+26A0><U+FE0F> Se busca a este inmigrante ilegal de nacionalidad marroquí acusado de haber agredido sexualmente a una joven canaria cuando se dirigía hacia su domicilio en muletas.

<U+0001F4CD> Estaba alojado en un complejo turístico en la Playa de Las Canteras (Gran Canaria) al que aún no ha vuelto. https://t.co/rjl13WfZ9t"
"265","Es intolerable que hoy todos los partidos ¡todos! hayan votado en contra de nuestra resolución para garantizar el acceso a hospitales a los mayores en condiciones de igualdad. ¡Terrible! #dignidad #igualdad https://t.co/9i079XgDNb"
"266","<U+0001F4FA> Este viernes a las 9:15, @Igarrigavaz es entrevistado en @LaHoraTVE.

<U+0001F4E1> Síguelo aquí en directo: https://t.co/ALqHgTKdMa

¡No te lo pierdas! https://t.co/OHQoI95zEj"
"267","Mañana estaré en directo en @okdiario, a las 9:00, para comentar la actualidad política. ¡No te lo pierdas! https://t.co/LVTmbH0MeO"
"268","<U+203C> ÚLTIMA HORA

La Junta Electoral da la razón a @vox_es  y obligará al alcalde de Lérida a retirar los símbolos separatistas que cuelgan del Ayuntamiento

Seguiremos dando la batalla en favor de la Unidad de España y la neutralidad del Estado de Derecho.

https://t.co/eif3BIpiR7"
"269","Esto es con lo que tienen que lidiar los propietarios frente a los okupas, amparados por las instituciones. 
Devolveremos la ley y el orden. Recuperemos el sentido común, #RecuperemosCataluña https://t.co/qZVgozfZmm"
"270","La situación en Canarias es insostenible

Hay miedo en las casas, violencia en las calles y continúa la invasión promovida por el gobierno

Me escriben muchas personas desde allí, desesperadas

Qué rabia no poder ayudarles más.  Y qué motivación para dar la batalla hasta el final"
"271","<U+27A1> @Igarrigavaz ""VOX es el único que está dispuesto a dar la batalla frente al separatismo"".

<U+0001F4E2> #RecuperemosCataluña https://t.co/wTtXbMoMGF"
"272","<U+27A1> @Igarrigavaz ""Mientras la Generalidad paga a sus chiringuitos, condenan al cierre a hosteleros, a pequeños comerciantes y al sector del turismo"".

<U+0001F4E2> #RecuperemosCataluña https://t.co/QBnn0mOE1V"
"273","<U+27A1> @Igarrigavaz ""Los separatistas han abandonado al conjunto de los catalanes y se han dedicado a robar el dinero de todos para crear chiringuitos a su medida donde se dedican a enchufar a sus palmeros"".

<U+0001F4E2> #RecuperemosCataluña https://t.co/IW5YHKmKE2"
"274","<U+27A1> @Igarrigavaz ""El separatismo promueve la inmigración ilegal y condena a los catalanes corrientes"".

""Tenemos que acabar con el efecto llamada que genera tantos problemas sociales y de inseguridad en nuestra tierra"".

<U+0001F4E2> #RecuperemosCataluña https://t.co/gQNMqx81Ep"
"275","<U+0001F4F9> @Igarrigavaz en @europapress: ""VOX es la única alternativa frente a la política de seguidismo y compadreo del resto de partidos con el separatismo"".

<U+0001F4E2> #RecuperemosCataluña

<U+2B07> HILO <U+2B07> https://t.co/7ohSnHHpfY"
"276","<U+26A0><U+FE0F> El Gobierno avala, por decreto y a escondidas, la okupación ilegal de viviendas en España.

Mafias, narcotraficantes y delincuentes aplauden a PSOE y Podemos.

Se acaban de cargar la propiedad privada. 

https://t.co/QZgpQnZTuf"
"277","Con lo que nos cuesta este chiringuito 450.000 autónomos podrían recibir 1.000 euros este mes. https://t.co/EEhv5kAFt9"
"278","Y el mejor ejemplo es mi querida amiga @AmaiaMartinez17. Un orgullo. https://t.co/fb84Sv22Vd"
"279","<U+0001F69B> El Gobierno de Sánchez abandonó a los camioneros españoles atrapados en Reino Unido. No movió ni un dedo para rescatarlos.

<U+0001F1EA><U+0001F1F8><U+0001F91D><U+0001F1F5><U+0001F1F1> @ivanedlm defiende en el Congreso a nuestros transportistas y manda un mensaje de agradecimiento al gobierno de Polonia por ayudarlos.

<U+2B07> HILO <U+2B07> https://t.co/K8yiC93MFu"
"280","<U+0001F6A8> #ÚLTIMAHORA <U+0001F6A8> 

VOX exige explicaciones a Vara por ocultar la llegada de inmigrantes ilegales procedentes de Canarias.

El Gobierno regional es culpable del efecto llamada y favorece a las mafias del tráfico de personas.
https://t.co/QRj12d0GjF"
"281","<U+26A0><U+FE0F> Sánchez aprueba por vía urgente una partida de 112 millones de euros para publicidad institucional.

¿Cae la popularidad del Gobierno? Duplicamos la partida presupuestaria para el estercolero mediático.

Mientras, la hostelería abandonada y humillada.

https://t.co/EIIHFPouAQ"
"282","Garriga (Vox) quiere acabar con la ""mafia separatista"" y dice que será ""implacable"" y ""pondrá fin a la ofensiva política que empezó el capo de la mafia, Pujol"": ""El principal enemigo de los catalanes son los separatistas"" #EPEncuentroIgnacioGarriga https://t.co/mncuOpD7HF"
"283","Vox dice que ""Cataluña está tomada por la inmigración ilegal, los menas y delincuentes"" y afirma que tendrá ""tolerancia cero"" con los ilegales y serán ""expulsados de manera inmediata"": ""Primero hay que garantizar el bienestar de nuestros compatriotas"" #EPEncuentroIgnacioGarriga https://t.co/W5D9bqjskU"
"284","<U+0001F4FA> Hoy a las 23:25, @Jorgebuxade analiza en @Lanoche_24h la situación en EEUU.

<U+0001F4E1> Síguelo aquí en directo: https://t.co/GZSZSrpOWo

¡No te lo pierdas! https://t.co/0kHwFShKxX"
"285","<U+0001F4E2> ""España está siendo invadida por miles de jóvenes en edad militar traidos en masa por las mafias"".

<U+0001F449> Escucha el contundente repaso de @Jorgebuxade a la agenda inmigracionista que sólo busca caos y mano de obra barata mientras los ""privilegiados"" tienen seguridad garantizada. https://t.co/4s4vt7sqyt"
"286","<U+0001F5A5> Este jueves a las 9:00, Encuentro Digital @europapress con @Igarrigavaz.

Explicará las medidas de VOX para recuperar Cataluña.

<U+27A1><U+FE0F> Síguelo en este enlace: https://t.co/kmOrfsH7lN

<U+0001F4E2> #RecuperemosCataluña https://t.co/OCZT4iKcAp"
"287","https://t.co/hVKT5fmHjQ https://t.co/e4yviCiy6V"
"288","El alcalde de Tarragona, ante las previsibles consecuencias tras la denuncia de VOX, retira por segunda vez  la pancarta del ayuntamiento. 
La misma valentía que Puigdemont huyendo en maletero a Bélgica. 
Ni ética, ni épica.

#RecuperemosCataluña https://t.co/rl94tXcac1"
"289","Son bárbaros. https://t.co/Lp5gxKzDqR"
"290","Nuestro candidato @Igarrigavaz explicará mañana el programa electoral del partido y analizará la actualidad política en el encuentro digital organizado por Europa Press.

<U+0001F4C5>Jueves, 21 de enero

<U+23F1><U+FE0F>9h

No te lo pierdas<U+203C><U+FE0F>

Sigue la intervención en directo
<U+0001F447><U+0001F3FC>
https://t.co/Z8TW79SWem https://t.co/4hmplUvjF0"
"291","https://t.co/TY4Kr2NjzQ"
"292","MARAVILLOSO @hermanntertsch. Esto no va de personas. Va de políticas. Y hoy el mundo se despierta menos libre. https://t.co/ZXVfIAoBZp"
"293","Enriquecimiento cultural en el Metro de Madrid. Un inmigrante magrebí agrede con un cinturón a un pasajero porque pensaba que le estaba grabando con el móvil.

No penséis mal. Con cada correazo que le da, más dinero para nuestras pensiones. https://t.co/YAcSRbNNMJ"
"294","Vox <U+0001F966> cree que Marruecos <U+0001F1F2><U+0001F1E6> ""no es un socio fiable de España"" <U+0001F1EA><U+0001F1F8> y que no se pueden aceptar sus ""chantajes"" respecto al Sáhara Occidental <U+0001F1EA><U+0001F1ED>

Pide al Ejecutivo <U+0001F339><U+0001F346> que proteja las fronteras españolas ""por tierra, mar y aire"". 

https://t.co/fs9Kxr4XU1 https://t.co/eDOSsOjr9b"
"295","<U+0001F4FA> Hoy a las 23:25, @Jorgebuxade analiza en @Lanoche_24h la situación en EEUU.

<U+0001F4E1> Síguelo aquí en directo: https://t.co/GZSZSrpOWo

¡No te lo pierdas! https://t.co/0kHwFShKxX"
"296","<U+0001F4FA> @Macarena_Olona ""El estado de alarma decretado por el Gobierno es ilegal e inconstitucional, hemos recurrido tanto el primero como el segundo al Tribunal Constitucional"". https://t.co/ofXHFmC1xm"
"297","<U+0001F4FA> @Macarena_Olona denuncia en TVE la invasión migratoria que padece España mientras nuestros gobernantes cierran negocios y no permiten a los españoles reunirse con sus seres queridos: https://t.co/AhPjXlinps"
"298","<U+0001F4FA> @Macarena_Olona en @LaHoraTVE sobre el Nobel de la Paz para Trump:

""Desde 1980, es el primer presidente de los EEUU que no ha llevado a los estadounidenses a una guerra. Los motivos que llevaron a promocionarle como merecedor de este premio siguen vigentes"".

<U+2B07> HILO <U+2B07> https://t.co/Q30loB3iXV"
"299","https://t.co/wgrqFrZwXP https://t.co/E17UKjiCyw"
"300","<U+0001F4E2> ""Trump iba a ser el fin del mundo y ha sido el primer presidente que no declara una guerra en generaciones"".

<U+25B6><U+FE0F> @hermanntertsch se burla de la hipocresía de una Eurocámara que tras los distrubios e incendios de #BLM aprobó una resolución... ¡contra la violencia policial! https://t.co/1dgbWEFVeP"
"301","<U+0001F4FA> @Macarena_Olona denuncia en TVE la invasión migratoria que padece España mientras nuestros gobernantes cierran negocios y no permiten a los españoles reunirse con sus seres queridos: https://t.co/AhPjXlinps"
"302","<U+0001F4FA> @Macarena_Olona sobre la participación de Girauta en @FDisenso:

""Actualmente comparto con él la misma trinchera en defensa de la libertad. Es una voz libre, muy valiente y muy necesaria"". https://t.co/aoWxohVugL"
"303","<U+0001F4FA> @Macarena_Olona ""Es paradigmático que califiquen de golpe de Estado el asalto al Capitolio quienes alentaron interrupciones similares en España"". https://t.co/DaOpzTxMtL"
"304","<U+0001F4FA> @Macarena_Olona sobre lo ocurrido en EEUU:

""Vemos el final de una situación de absoluta libertad de la violencia que ha sido ejercida por la organización terrorista Antifa y BLM"". https://t.co/nUZb6IxuDi"
"305","<U+0001F4FA> @Macarena_Olona ""No me siento aludida cuando Aznar se refiere a los populismos. No entiendo que se refiera a VOX salvo que por populismo entendamos la voz del sentido común llevada a las instituciones"". https://t.co/vONshoraDM"
"306","<U+0001F4FA>  @Macarena_Olona ""Aunque tuviésemos un único diputado en el Parlamento de Cataluña ya se va a escuchar alta y clara la voz de VOX y de millones de españoles"". https://t.co/XaTKegftOy"
"307","<U+0001F4FA> @Macarena_Olona ""El estado de alarma decretado por el Gobierno es ilegal e inconstitucional, hemos recurrido tanto el primero como el segundo al Tribunal Constitucional"". https://t.co/ofXHFmC1xm"
"308","<U+0001F4FA> @Macarena_Olona ""Las elecciones catalanas se han querido retrasar por motivaciones políticas, no sanitarias"". https://t.co/SDmYIEoLCG"
"309","<U+0001F4FA> @Macarena_Olona ""No se deben aplazarse las elecciones catalanas, es absolutamente ilegal la situación que se está produciendo"". https://t.co/lwbmd15i7m"
"310","<U+0001F4FA> @Macarena_Olona en @LaHoraTVE sobre el Nobel de la Paz para Trump:

""Desde 1980, es el primer presidente de los EEUU que no ha llevado a los estadounidenses a una guerra. Los motivos que llevaron a promocionarle como merecedor de este premio siguen vigentes"".

<U+2B07> HILO <U+2B07> https://t.co/Q30loB3iXV"
"311","<U+0001F4FA> Este miércoles a las 8:55, @Macarena_Olona es entrevistada en @LaHoraTVE.

<U+0001F4E1> Síguelo aquí en directo: https://t.co/5wnYHdgESY

¡No te lo pierdas! https://t.co/7iN4yAVYej"
"312","La hostelería está sufriendo una campaña de demonización intolerable. El canal horeca, el ocio nocturno, y todo el sector turístico es clave en nuestro PIB y en nuestra capacidad de generar empleo. Merecen mejor trato de nuestros gobernantes.

https://t.co/Gh7thLPCk3"
"313","Ante el cierre de la hostelería y el comercio en varias provincias y el inminente cierre de otras:

<U+0001F449><U+0001F3FB> AYUDAS REALES para autónomos y PYMES.

<U+0001F449><U+0001F3FB> ERTEs pagados al 100%.

<U+2716><U+FE0F>Basta ya de jugar con el pan de nuestras familias. 

<U+2716><U+FE0F>Los españoles no tenemos que sufrir vuestra ineptitud. https://t.co/nKecJCfqXn"
"314","<U+0001F4FA> @Igarrigavaz ""Tienen miedo a que VOX entre en el Parlamento catalán y que lidere desde las instituciones la política de disentir frente al consenso progre"".

<U+0001F4E2> #RecuperemosCataluña https://t.co/OWykiY6APf"
"315","<U+0001F4FA> @Igarrigavaz ""Cataluña es la región que asume casi el 50% de las okupaciones en España"".

<U+0001F4E2> #RecuperemosCataluña https://t.co/GTjoxHUVo3"
"316","<U+0001F4FA> @Igarrigavaz ""Cuando dicen que en Cataluña se puede estudiar el español con naturalidad o que los catalanes tienen un nivel de español muy bueno, es mentira"".

<U+0001F4E2> #RecuperemosCataluña https://t.co/iZ4f6AGgMl"
"317","<U+0001F4FA> @Igarrigavaz ""Planteamos un proyecto para dar la batalla frontal al separatismo y al consenso progre que asume tanto la extrema izquierda como el PP"".

 <U+0001F4E2> #RecuperemosCataluña https://t.co/KoxH2fFMHW"
"318","<U+0001F4FA> @Igarrigavaz en @NoticiesEnXarxa: ""Venimos a llevar los problemas de los catalanes corrientes a la tribuna del Parlamento"".

<U+0001F4E2> #RecuperemosCataluña

<U+2B07> Hilo con sus intervenciones <U+2B07> https://t.co/273eViDcKT"
"319","¡Se acabó el monopolio de la izquierda! <U+0001F4AA>

<U+0001F6E0> El sindicato @solidaridad_esp ya suma más de 10.600 afiliados, tiene representación en 40 secciones sindicales y es el favorito por los transportistas.

https://t.co/ixNOhtie46"
"320","<U+0001F4FB> Este miércoles a las 9:15, @monasterioR con Federico Jiménez Losantos en @esRadio.

<U+0001F4E1> Síguelo aquí en directo: https://t.co/0iYOaidQ9D

¡No te lo pierdas! https://t.co/0S30PKyOjY"
"321","<U+0001F534> ¡Más de 140.000 visualizaciones en Youtube!

<U+0001F501> Vuelve a ver la mesa redonda sobre el Futuro del Patriotismo con @GiorgiaMeloni y @Santi_ABASCAL.

<U+0001F1EA><U+0001F1F8><U+0001F1EE><U+0001F1F9><U+0001F4AA> La batalla cultural importa. ¡El futuro pertenece a los patriotas! @ECRparty.

<U+0001F449> Click aquí: https://t.co/Cm9UrYoR84 https://t.co/y1bl1FZH45"
